epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,123.228,1.36637,2.11747,1.57992,0.00204,0.63057,0.0017,0.00041,3.41525,3.73629,3.28868,0.00332265,0.00332265,0.00332265
2,226.83,1.15624,1.01521,1.38381,0.00038,0.04455,0.00022,6e-05,5.08304,4.2439,5.35287,0.00659009,0.00659009,0.00659009
3,320.597,1.15915,0.83432,1.39136,0.40408,0.13944,0.1455,0.0583,2.3056,3.3668,2.59136,0.00979153,0.00979153,0.00979153
4,414.778,1.17659,0.80931,1.40969,0.00775,0.00797,0.00046,7e-05,4.89794,5.67917,4.99834,0.009703,0.009703,0.009703
5,509.764,1.11993,0.70887,1.37276,5e-05,0.00217,3e-05,1e-05,5.85,5.34037,9.43249,0.009604,0.009604,0.009604
6,602.26,1.06916,0.6571,1.34184,0,0,0,0,3.82773,5.38186,3.88865,0.009505,0.009505,0.009505
7,713.4,1.02707,0.61145,1.30957,0.00779,0.02137,0.00897,0.00177,2.84991,4.74887,3.0301,0.009406,0.009406,0.009406
8,838.911,1.00319,0.6033,1.30395,0.41752,0.13344,0.14664,0.05345,2.282,4.00703,2.31383,0.009307,0.009307,0.009307
9,957.492,0.97556,0.57601,1.27826,0.01612,0.00942,0.00081,0.00019,4.05804,6.5282,4.23564,0.009208,0.009208,0.009208
10,1059.55,0.96077,0.56067,1.27203,0.9262,0.84607,0.90729,0.57523,1.33511,0.68824,1.62088,0.009109,0.009109,0.009109
11,1155.23,0.94789,0.54646,1.25605,0.9712,0.91601,0.95865,0.65457,1.16228,0.50404,1.46328,0.00901,0.00901,0.00901
12,1249.55,0.92386,0.52588,1.23997,2e-05,0.00072,1e-05,1e-05,4.5682,6.30268,5.44326,0.008911,0.008911,0.008911
13,1343.77,0.92126,0.5215,1.23946,0.77195,0.66425,0.7395,0.38771,1.84963,1.1989,2.00735,0.008812,0.008812,0.008812
14,1439.82,0.9136,0.50438,1.23763,0.90738,0.82318,0.87602,0.52298,1.50879,0.68229,1.744,0.008713,0.008713,0.008713
15,1530.77,0.89071,0.5013,1.21932,0.95851,0.87028,0.92877,0.61315,1.26822,0.55311,1.52497,0.008614,0.008614,0.008614
16,1625.58,0.89135,0.49984,1.22284,0.82416,0.13241,0.22292,0.10486,2.37835,4.1715,2.52927,0.008515,0.008515,0.008515
17,1721.28,0.88726,0.49459,1.22312,0.00054,0.01702,0.00029,6e-05,4.31166,5.71508,4.66651,0.008416,0.008416,0.008416
18,1817.63,0.8577,0.47537,1.20441,0.80386,0.37016,0.4646,0.21102,2.19696,2.83423,2.33812,0.008317,0.008317,0.008317
19,1911.89,0.86243,0.48208,1.20252,0.00063,0.06085,0.00034,8e-05,4.78509,4.71412,5.38048,0.008218,0.008218,0.008218
20,2004.88,0.85162,0.46716,1.20178,0.76875,0.27091,0.33947,0.14471,2.2979,2.79454,2.52064,0.008119,0.008119,0.008119
21,2099.88,0.83863,0.46066,1.18853,0.72236,0.46614,0.54839,0.26477,2.15008,1.72655,2.33142,0.00802,0.00802,0.00802
22,2195.03,0.84527,0.46371,1.19429,0.92675,0.94393,0.95351,0.70091,1.00544,0.45611,1.35387,0.007921,0.007921,0.007921
23,2289.84,0.83152,0.45986,1.18786,0.74693,0.59007,0.65229,0.283,2.13231,1.38744,2.37418,0.007822,0.007822,0.007822
24,2380.91,0.82468,0.45476,1.18539,0.86479,0.00072,0.00525,0.0041,2.52486,6.55442,2.57256,0.007723,0.007723,0.007723
25,2479.01,0.8205,0.44745,1.17438,0.93403,0.86151,0.92175,0.58603,1.30575,0.57098,1.62288,0.007624,0.007624,0.007624
26,2572.77,0.80844,0.44384,1.17651,0.94491,0.89464,0.93991,0.633,1.2082,0.54499,1.49481,0.007525,0.007525,0.007525
27,2667.06,0.80624,0.4376,1.16849,0.95019,0.94133,0.95447,0.67752,1.06977,0.44914,1.38962,0.007426,0.007426,0.007426
28,2758.78,0.80636,0.43628,1.16766,0.941,0.94169,0.95358,0.69383,1.03936,0.44045,1.34556,0.007327,0.007327,0.007327
29,2853.64,0.80235,0.44057,1.17133,0.81763,0.58602,0.66179,0.30334,2.10124,1.54922,2.25367,0.007228,0.007228,0.007228
30,2944.6,0.78992,0.42901,1.15668,0.74429,0.60407,0.66583,0.3222,1.96031,1.37756,2.21321,0.007129,0.007129,0.007129
31,3041.79,0.78162,0.42426,1.15332,0.88056,0.73705,0.8438,0.47453,1.50193,0.93622,1.68098,0.00703,0.00703,0.00703
32,3136.84,0.78854,0.4255,1.15529,0.95509,0.9272,0.94421,0.64875,1.16581,0.46889,1.4275,0.006931,0.006931,0.006931
33,3232.23,0.78075,0.41954,1.15253,0.1509,0.1561,0.04935,0.01277,3.46887,3.68867,3.51365,0.006832,0.006832,0.006832
34,3325.04,0.77301,0.42036,1.14473,0.9079,0.65049,0.7613,0.48918,1.48874,1.14234,1.72853,0.006733,0.006733,0.006733
35,3417.24,0.77068,0.41804,1.14464,0.92062,0.86108,0.90737,0.5606,1.37643,0.60752,1.65713,0.006634,0.006634,0.006634
36,3510.68,0.76723,0.41252,1.13909,0.88254,0.81202,0.8872,0.59013,1.23634,0.67762,1.5285,0.006535,0.006535,0.006535
37,3608.78,0.76622,0.41391,1.1435,0.97009,0.95292,0.96625,0.70578,1.03505,0.4003,1.33845,0.006436,0.006436,0.006436
38,3705,0.76214,0.40373,1.13834,0.95125,0.94893,0.96019,0.68187,1.0825,0.42623,1.37631,0.006337,0.006337,0.006337
39,3801.14,0.75194,0.4007,1.13303,0.96124,0.94459,0.96649,0.6955,1.0779,0.41273,1.36292,0.006238,0.006238,0.006238
40,3927.29,0.74622,0.39813,1.13315,0.94678,0.93951,0.95924,0.68566,1.07916,0.41538,1.36081,0.006139,0.006139,0.006139
41,4055.61,0.74891,0.40528,1.13054,0.62927,0.46288,0.52035,0.22214,2.27523,1.75292,2.42616,0.00604,0.00604,0.00604
42,4161.1,0.73969,0.39573,1.12806,0.96468,0.94133,0.96348,0.69218,1.06546,0.40091,1.3875,0.005941,0.005941,0.005941
43,4257.4,0.73592,0.3963,1.12478,0.96566,0.94712,0.96433,0.69936,1.03437,0.39503,1.36591,0.005842,0.005842,0.005842
44,4352.33,0.73696,0.39272,1.12786,0.94583,0.93517,0.96,0.68359,1.10905,0.43683,1.42636,0.005743,0.005743,0.005743
45,4445.37,0.73657,0.38842,1.1245,0.9603,0.91633,0.95017,0.64739,1.14961,0.46247,1.45319,0.005644,0.005644,0.005644
46,4538.64,0.72997,0.39203,1.11941,0.91622,0.85657,0.91778,0.60603,1.27199,0.57375,1.54675,0.005545,0.005545,0.005545
