epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,119.651,1.18565,1.77959,1.39816,0.94782,0.68453,0.77485,0.44329,1.69853,1.35784,1.9258,0.00332265,0.00332265,0.00332265
2,216.169,0.93852,0.80258,1.20203,0.96932,0.83339,0.9031,0.55309,1.44083,0.82856,1.6754,0.00659009,0.00659009,0.00659009
3,306.813,0.93908,0.69435,1.20777,0.79737,0.61145,0.74745,0.38835,1.70144,1.81578,2.09755,0.00979153,0.00979153,0.00979153
4,398.832,0.97203,0.68087,1.2403,0.85735,0.8337,0.85506,0.44433,1.73416,1.13137,2.12181,0.009703,0.009703,0.009703
5,489.096,0.90946,0.59834,1.20534,0.84701,0.56791,0.65155,0.36592,1.76413,1.53877,2.11715,0.009604,0.009604,0.009604
6,592.46,0.85588,0.5458,1.18089,0.80309,0.64035,0.72511,0.37032,1.70668,1.55052,2.02209,0.009505,0.009505,0.009505
7,684.008,0.81734,0.51053,1.15567,0.06042,0.22963,0.04294,0.0263,2.44605,6.01933,2.83036,0.009406,0.009406,0.009406
8,776.051,0.79071,0.49508,1.14864,0.92634,0.82893,0.89727,0.48146,1.62417,0.82636,1.8825,0.009307,0.009307,0.009307
9,865.993,0.76801,0.47007,1.12737,0.78354,0.71191,0.68942,0.36411,1.68439,1.31658,1.94327,0.009208,0.009208,0.009208
10,954.722,0.7513,0.46057,1.12265,0.72163,0.69468,0.72659,0.40721,1.81558,1.06574,2.07835,0.009109,0.009109,0.009109
11,1045.58,0.72928,0.43838,1.10189,0.23107,0.07606,0.04992,0.03065,2.93589,6.69477,3.43572,0.00901,0.00901,0.00901
12,1134.61,0.7175,0.4315,1.09986,0.68836,0.5704,0.64806,0.42389,1.56231,1.91909,1.86703,0.008911,0.008911,0.008911
13,1223.69,0.70606,0.42122,1.08937,0.81174,0.86519,0.84731,0.52388,1.39693,0.86396,1.85,0.008812,0.008812,0.008812
14,1311.34,0.69907,0.41058,1.08206,0.79127,0.86635,0.86867,0.56381,1.38033,0.72132,1.81279,0.008713,0.008713,0.008713
15,1400.51,0.68312,0.4079,1.07113,0.90801,0.85694,0.91568,0.52295,1.49804,0.69833,1.87967,0.008614,0.008614,0.008614
16,1489.4,0.68229,0.40294,1.07613,0.82525,0.84326,0.88269,0.58582,1.35125,0.78021,1.75791,0.008515,0.008515,0.008515
17,1578.28,0.67941,0.39509,1.07726,0.69558,0.42304,0.50728,0.32522,2.09798,2.27961,2.60113,0.008416,0.008416,0.008416
18,1665.7,0.6559,0.3774,1.06345,0.87147,0.89634,0.89172,0.58222,1.37851,0.67967,1.73747,0.008317,0.008317,0.008317
19,1755,0.66214,0.37977,1.06559,0.73759,0.81565,0.84889,0.52859,1.43602,1.0389,1.84808,0.008218,0.008218,0.008218
20,1844.15,0.65281,0.37571,1.06166,0.83892,0.80406,0.8055,0.54112,1.3105,0.86978,1.70339,0.008119,0.008119,0.008119
21,1931.59,0.6323,0.36516,1.04706,0.87661,0.78088,0.88167,0.55608,1.37406,0.79408,1.69906,0.00802,0.00802,0.00802
22,2022.78,0.6395,0.36854,1.05294,0.94807,0.80664,0.91113,0.51899,1.57758,0.68343,1.9239,0.007921,0.007921,0.007921
23,2109.16,0.63273,0.35808,1.04888,0.59694,0.45004,0.4969,0.3034,2.0048,3.20997,2.28711,0.007822,0.007822,0.007822
24,2198.26,0.6301,0.35577,1.04602,0.85935,0.79666,0.87207,0.49889,1.71804,0.87633,2.01869,0.007723,0.007723,0.007723
