epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.6519,1.15617,1.36652,1.17212,0.64855,0.45249,0.50066,0.23373,2.1544,1.74748,1.84542,0.00066453,0.00066453,0.00066453
2,145.855,1.00809,0.74295,1.09013,0.59291,0.18653,0.19784,0.10957,1.99972,3.72901,1.97125,0.00130484,0.00130484,0.00130484
3,212.362,0.94046,0.64248,1.06039,0.82104,0.65967,0.73887,0.38688,1.76776,1.35994,1.60841,0.00191875,0.00191875,0.00191875
4,281.412,0.90708,0.59751,1.0465,0.593,0.26403,0.31962,0.16746,2.21751,3.47514,1.97467,0.0018812,0.0018812,0.0018812
5,351.761,0.84306,0.54558,1.01786,0.1538,0.19884,0.13768,0.09806,1.93879,5.03395,1.90201,0.0018416,0.0018416,0.0018416
6,421.175,0.79824,0.50742,1.00145,0.96493,0.84861,0.9208,0.60783,1.25783,0.66413,1.19062,0.001802,0.001802,0.001802
7,488.99,0.76278,0.48045,0.98954,0.97974,0.63745,0.82786,0.4226,1.82878,1.03683,1.46382,0.0017624,0.0017624,0.0017624
8,556.134,0.73771,0.46846,0.98371,0.74024,0.73283,0.79739,0.46627,1.67594,1.03363,1.41422,0.0017228,0.0017228,0.0017228
9,623.188,0.71663,0.44523,0.97058,0.75779,0.73088,0.80697,0.5045,1.46903,1.03388,1.28536,0.0016832,0.0016832,0.0016832
10,690.653,0.70219,0.43623,0.967,0.77733,0.72401,0.74856,0.46629,1.52752,1.118,1.37734,0.0016436,0.0016436,0.0016436
11,758.232,0.68803,0.42056,0.95917,0.20666,0.05867,0.05577,0.03238,2.68283,5.40466,2.96626,0.001604,0.001604,0.001604
12,824.954,0.6706,0.41151,0.95788,0.81983,0.85038,0.86799,0.48772,1.71076,0.86985,1.43087,0.0015644,0.0015644,0.0015644
13,893.141,0.6621,0.40494,0.95178,0.8222,0.81891,0.8821,0.53676,1.50769,0.80122,1.29969,0.0015248,0.0015248,0.0015248
14,963.069,0.65181,0.39444,0.94563,0.747,0.57854,0.6798,0.39481,1.7169,1.2526,1.51261,0.0014852,0.0014852,0.0014852
15,1031.23,0.63419,0.38819,0.94322,0.93581,0.70337,0.86477,0.53249,1.50325,0.75635,1.29717,0.0014456,0.0014456,0.0014456
16,1098.19,0.63473,0.38272,0.9432,0.87614,0.85826,0.91746,0.57836,1.41619,0.67715,1.27255,0.001406,0.001406,0.001406
17,1164.12,0.62273,0.37624,0.9408,0.73075,0.59652,0.66029,0.42732,1.61009,1.59567,1.42201,0.0013664,0.0013664,0.0013664
18,1230.96,0.61018,0.36039,0.93564,0.93657,0.82363,0.89722,0.5664,1.47993,0.78764,1.23423,0.0013268,0.0013268,0.0013268
19,1299,0.60838,0.36455,0.93466,0.8458,0.88555,0.91945,0.55268,1.53419,0.73547,1.25137,0.0012872,0.0012872,0.0012872
