epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.7073,0.67041,0.95266,0.98304,0.68933,0.55777,0.59895,0.3889,1.49094,1.44973,1.46359,0.000665597,0.000665597,0.000665597
2,167.071,0.71634,0.59558,0.99156,0.92749,0.79066,0.86327,0.66889,0.90509,0.87771,1.04963,0.00130588,0.00130588,0.00130588
3,252.431,0.68242,0.5257,0.98156,0.95829,0.91534,0.9488,0.80709,0.62472,0.53954,0.93693,0.00191977,0.00191977,0.00191977
4,335.562,0.64789,0.48938,0.96639,0.83046,0.93444,0.89121,0.70287,0.78918,0.78654,1.18306,0.0018812,0.0018812,0.0018812
5,415.296,0.59958,0.44286,0.94757,0.97362,0.92249,0.95211,0.81637,0.60848,0.48257,0.94537,0.0018416,0.0018416,0.0018416
6,491.041,0.56151,0.41092,0.93756,0.9725,0.92209,0.94218,0.79537,0.62382,0.51083,0.99136,0.001802,0.001802,0.001802
7,568.963,0.53958,0.39684,0.92751,0.98084,0.94559,0.95678,0.83126,0.56209,0.39897,0.92854,0.0017624,0.0017624,0.0017624
8,645.271,0.52758,0.38129,0.92978,0.98371,0.9186,0.9467,0.81832,0.56923,0.39533,0.94655,0.0017228,0.0017228,0.0017228
9,721.702,0.50283,0.36231,0.91834,0.94451,0.92358,0.94778,0.80136,0.63721,0.46086,0.98403,0.0016832,0.0016832,0.0016832
10,799.598,0.49586,0.35147,0.91496,0.96344,0.93523,0.95424,0.82341,0.60333,0.39924,0.99931,0.0016436,0.0016436,0.0016436
11,885.514,0.47874,0.34329,0.90992,0.97736,0.92236,0.95358,0.85318,0.50551,0.44299,0.90239,0.001604,0.001604,0.001604
12,970.915,0.46773,0.33473,0.90878,0.97958,0.90764,0.94824,0.84991,0.51336,0.40715,0.90031,0.0015644,0.0015644,0.0015644
13,1054.4,0.45993,0.32826,0.90744,0.97523,0.92708,0.94886,0.84413,0.51902,0.39877,0.91645,0.0015248,0.0015248,0.0015248
14,1134.19,0.44706,0.3199,0.89835,0.97376,0.94076,0.95764,0.8869,0.43675,0.33209,0.86793,0.0014852,0.0014852,0.0014852
15,1213.98,0.4386,0.31716,0.89682,0.99117,0.9355,0.96401,0.87769,0.4546,0.33208,0.87214,0.0014456,0.0014456,0.0014456
16,1297.33,0.44566,0.31478,0.90101,0.98594,0.92756,0.95108,0.8634,0.46894,0.34963,0.88964,0.001406,0.001406,0.001406
17,1380.02,0.42984,0.30347,0.89701,0.95287,0.86412,0.94013,0.84434,0.47643,0.49887,0.89974,0.0013664,0.0013664,0.0013664
18,1462.1,0.42765,0.30437,0.89372,0.97836,0.92249,0.95127,0.8463,0.53267,0.34514,0.95139,0.0013268,0.0013268,0.0013268
19,1545.17,0.42066,0.29923,0.89378,0.94472,0.8542,0.93965,0.86095,0.44566,0.43127,0.88602,0.0012872,0.0012872,0.0012872
20,1626.76,0.41302,0.29226,0.89036,0.96277,0.92736,0.94903,0.84321,0.49282,0.47579,0.94324,0.0012476,0.0012476,0.0012476
21,1704.12,0.40316,0.28677,0.88508,0.98552,0.91191,0.9537,0.86166,0.44941,0.40802,0.88889,0.001208,0.001208,0.001208
22,1781.77,0.39635,0.27949,0.8853,0.98795,0.93625,0.95609,0.8826,0.40473,0.35308,0.8726,0.0011684,0.0011684,0.0011684
23,1859.39,0.39199,0.27657,0.88503,0.97475,0.93682,0.95298,0.85037,0.51319,0.3395,0.93191,0.0011288,0.0011288,0.0011288
24,1936.16,0.38955,0.27403,0.88429,0.97008,0.89895,0.95399,0.866,0.46629,0.39001,0.90805,0.0010892,0.0010892,0.0010892
25,2016.96,0.38276,0.26711,0.88298,0.97805,0.93587,0.95852,0.8657,0.46248,0.3937,0.90011,0.0010496,0.0010496,0.0010496
26,2101.5,0.382,0.26591,0.88055,0.95909,0.8678,0.94121,0.86164,0.43601,0.40294,0.88453,0.00101,0.00101,0.00101
27,2183.39,0.37313,0.26051,0.87779,0.98752,0.94609,0.95991,0.88177,0.39799,0.2903,0.86968,0.0009704,0.0009704,0.0009704
28,2261.93,0.37029,0.26004,0.87809,0.9869,0.9464,0.95664,0.87803,0.41524,0.30868,0.88383,0.0009308,0.0009308,0.0009308
