epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.2159,0.66799,1.20433,0.99577,0.86903,0.80116,0.89798,0.67381,0.84783,1.03357,1.08455,0.00066453,0.00066453,0.00066453
2,165.002,0.71507,0.6352,0.9949,0.87117,0.818,0.87144,0.59473,1.12523,1.16615,1.24915,0.00130484,0.00130484,0.00130484
3,241.66,0.68953,0.53597,0.98203,0.83381,0.785,0.84923,0.61026,0.99277,0.89225,1.18604,0.00191875,0.00191875,0.00191875
4,316.798,0.67722,0.51194,0.97963,0.96069,0.83629,0.91688,0.77157,0.67956,0.56196,0.96945,0.0018812,0.0018812,0.0018812
5,393.778,0.62598,0.46357,0.95883,0.98155,0.86722,0.93557,0.76404,0.67439,0.59447,1.03381,0.0018416,0.0018416,0.0018416
6,469.151,0.58728,0.42416,0.94504,0.96647,0.89026,0.94068,0.78208,0.67266,0.4873,0.9539,0.001802,0.001802,0.001802
7,543.157,0.54992,0.39557,0.93308,0.93462,0.9109,0.94815,0.79689,0.63287,0.47443,0.96964,0.0017624,0.0017624,0.0017624
8,618.337,0.53699,0.38983,0.92971,0.9494,0.91056,0.94234,0.75528,0.72171,0.47294,1.0067,0.0017228,0.0017228,0.0017228
9,694.49,0.52054,0.3735,0.9224,0.97006,0.9271,0.9512,0.79589,0.63347,0.383,0.95849,0.0016832,0.0016832,0.0016832
10,772.245,0.50303,0.36056,0.91824,0.97539,0.91855,0.95345,0.8235,0.54759,0.43804,0.92225,0.0016436,0.0016436,0.0016436
11,847.374,0.49602,0.34919,0.91151,0.97872,0.86816,0.94337,0.8011,0.60209,0.48798,0.95904,0.001604,0.001604,0.001604
12,922.277,0.47663,0.33742,0.90942,0.96305,0.94402,0.95678,0.84881,0.51937,0.38725,0.8944,0.0015644,0.0015644,0.0015644
13,998.388,0.468,0.33384,0.90573,0.94782,0.91887,0.94401,0.80662,0.58379,0.50661,0.99102,0.0015248,0.0015248,0.0015248
14,1073.43,0.46185,0.32152,0.90321,0.9689,0.93481,0.95525,0.83658,0.52321,0.37696,0.92147,0.0014852,0.0014852,0.0014852
15,1150,0.45438,0.32032,0.90225,0.97304,0.9413,0.95521,0.84889,0.49266,0.34433,0.9009,0.0014456,0.0014456,0.0014456
16,1225.67,0.44985,0.31928,0.90236,0.98134,0.83804,0.93419,0.80486,0.60402,0.50324,0.96406,0.001406,0.001406,0.001406
17,1309.55,0.44418,0.3134,0.90211,0.72914,0.92756,0.89851,0.79643,0.52783,0.72,0.92034,0.0013664,0.0013664,0.0013664
18,1389.27,0.42692,0.29862,0.89346,0.9791,0.91646,0.95108,0.84582,0.48011,0.38331,0.90859,0.0013268,0.0013268,0.0013268
19,1471.25,0.42954,0.30289,0.89843,0.95306,0.80261,0.91457,0.7858,0.56896,0.5316,0.95047,0.0012872,0.0012872,0.0012872
20,1548.66,0.41912,0.29538,0.8911,0.98308,0.88881,0.94908,0.8324,0.52005,0.37903,0.92175,0.0012476,0.0012476,0.0012476
21,1633.62,0.40366,0.2834,0.88643,0.97576,0.91778,0.95333,0.86032,0.4728,0.34887,0.90383,0.001208,0.001208,0.001208
22,1708.88,0.40972,0.28667,0.89037,0.98343,0.89026,0.95326,0.86056,0.45354,0.35293,0.88728,0.0011684,0.0011684,0.0011684
23,1789.68,0.39895,0.28031,0.88555,0.97878,0.90198,0.95344,0.85083,0.47775,0.35086,0.90164,0.0011288,0.0011288,0.0011288
24,1874.48,0.40036,0.27808,0.88747,0.9838,0.90171,0.95112,0.84053,0.51478,0.42754,0.94534,0.0010892,0.0010892,0.0010892
