epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,183.141,1.16083,1.65422,1.37229,0.94422,0.70554,0.77644,0.46957,1.71654,1.38304,1.91998,0.00332798,0.00332798,0.00332798
2,321.327,0.95777,0.81447,1.21115,0.92116,0.81818,0.88002,0.51416,1.5611,0.91715,1.6502,0.00659537,0.00659537,0.00659537
3,458.254,0.96328,0.71071,1.22866,0.59836,0.33176,0.39296,0.21009,1.95461,2.85425,1.91471,0.00979676,0.00979676,0.00979676
4,593.063,0.98084,0.68906,1.23873,0.89189,0.76132,0.86153,0.52928,1.44704,0.94964,1.7572,0.009703,0.009703,0.009703
5,727.523,0.90803,0.603,1.209,0.42522,0.43788,0.28991,0.1724,1.92197,3.23444,2.1336,0.009604,0.009604,0.009604
6,859.365,0.85972,0.55647,1.17609,0.84329,0.79392,0.83014,0.50576,1.48392,0.90784,1.76291,0.009505,0.009505,0.009505
7,997.148,0.82926,0.52312,1.16057,0.92085,0.84276,0.91279,0.62078,1.24826,0.75542,1.62631,0.009406,0.009406,0.009406
8,1127.11,0.80967,0.5064,1.15748,0.85793,0.76892,0.84934,0.55818,1.35187,0.85061,1.67444,0.009307,0.009307,0.009307
9,1264.31,0.78366,0.48415,1.13245,0.93883,0.47229,0.65934,0.39861,1.89713,1.83593,2.09837,0.009208,0.009208,0.009208
10,1395.02,0.75857,0.45924,1.12623,0.92885,0.86058,0.91021,0.5568,1.48216,0.67389,1.85009,0.009109,0.009109,0.009109
11,1532.49,0.74072,0.45126,1.10701,0.90093,0.79247,0.86733,0.49662,1.6055,0.8532,1.86819,0.00901,0.00901,0.00901
12,1664.48,0.72899,0.43724,1.1025,0.86043,0.8678,0.88383,0.54484,1.43473,0.76044,1.73225,0.008911,0.008911,0.008911
13,1797.37,0.72113,0.43202,1.10219,0.86714,0.71864,0.82571,0.50223,1.51573,1.09718,1.74866,0.008812,0.008812,0.008812
14,1933.55,0.70685,0.42103,1.09041,0.84438,0.84109,0.87747,0.57836,1.34793,0.74676,1.64709,0.008713,0.008713,0.008713
15,2067.23,0.68058,0.40454,1.07965,0.97322,0.78967,0.88547,0.52801,1.4511,0.84594,1.86122,0.008614,0.008614,0.008614
16,2198.91,0.68939,0.40285,1.08293,0.91803,0.85512,0.91114,0.53826,1.52742,0.71098,1.7957,0.008515,0.008515,0.008515
17,2333.1,0.67381,0.40053,1.07671,0.77765,0.82464,0.87049,0.47798,1.67584,0.9359,1.84772,0.008416,0.008416,0.008416
18,2466.44,0.67342,0.39184,1.07594,0.85454,0.88084,0.90609,0.58695,1.38209,0.66849,1.73909,0.008317,0.008317,0.008317
19,2607.01,0.66881,0.38635,1.07113,0.8416,0.86056,0.8428,0.41398,1.87153,0.87607,2.1321,0.008218,0.008218,0.008218
20,2740.1,0.66281,0.38414,1.0656,0.89636,0.83194,0.89216,0.51146,1.56086,0.77501,1.84139,0.008119,0.008119,0.008119
21,2878.84,0.64709,0.37625,1.05572,0.79509,0.90185,0.87931,0.5342,1.545,0.71111,1.87958,0.00802,0.00802,0.00802
22,3016.87,0.645,0.36984,1.05253,0.9338,0.82769,0.91473,0.59372,1.34713,0.62806,1.66575,0.007921,0.007921,0.007921
23,3147.88,0.64334,0.37077,1.05336,0.82908,0.73234,0.8003,0.47026,1.56036,1.14075,1.85164,0.007822,0.007822,0.007822
24,3285.55,0.63114,0.36537,1.05262,0.8623,0.89895,0.89572,0.51256,1.56664,0.70741,1.8483,0.007723,0.007723,0.007723
25,3427.4,0.62534,0.35877,1.0411,0.63082,0.46288,0.44846,0.29102,2.13505,2.31691,2.3191,0.007624,0.007624,0.007624
26,3564.08,0.62582,0.35516,1.04527,0.75146,0.43535,0.48093,0.31994,2.17905,2.40341,2.39396,0.007525,0.007525,0.007525
27,3700.24,0.61244,0.35451,1.033,0.86524,0.85576,0.88918,0.57494,1.3877,0.68231,1.78965,0.007426,0.007426,0.007426
