epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,211.056,1.34153,1.97528,1.56584,0.54589,0.22683,0.2853,0.0954,2.06387,3.08655,2.43238,0.00332798,0.00332798,0.00332798
2,391.721,1.16697,1.03224,1.39356,0.00046,0.03223,0.00025,6e-05,3.34242,3.89589,3.31267,0.00659537,0.00659537,0.00659537
3,566.409,1.18596,0.86309,1.40577,0.71269,0.53186,0.59527,0.25518,2.24088,1.60844,2.53713,0.00979676,0.00979676,0.00979676
4,739.339,1.1915,0.80643,1.42064,0.01139,0.01014,0.0004,6e-05,4.65749,5.57683,4.70765,0.009703,0.009703,0.009703
5,906.761,1.11807,0.71985,1.37645,0.87777,0.73345,0.82942,0.47366,1.58211,1.11909,1.87154,0.009604,0.009604,0.009604
6,1072.72,1.06729,0.66254,1.34111,0.9122,0.78643,0.87083,0.51328,1.51279,0.85932,1.83688,0.009505,0.009505,0.009505
7,1236.15,1.03299,0.6222,1.32314,0.01532,0.0402,0.00485,0.00158,2.89529,4.67656,3.09556,0.009406,0.009406,0.009406
8,1399.75,1.01191,0.60201,1.31469,0.94606,0.82398,0.91428,0.59115,1.2376,0.7682,1.50443,0.009307,0.009307,0.009307
9,1574.43,0.98279,0.5719,1.29215,0.83211,0.79319,0.85372,0.54578,1.41443,0.86678,1.65953,0.009208,0.009208,0.009208
10,1744.77,0.97561,0.55896,1.28887,0.92613,0.83554,0.91289,0.56601,1.41811,0.66977,1.66106,0.009109,0.009109,0.009109
11,1912.06,0.94769,0.54588,1.26625,0.68914,0.62007,0.6721,0.31475,2.03258,1.47155,2.25322,0.00901,0.00901,0.00901
12,2080.06,0.93313,0.53563,1.25626,0.95928,0.95328,0.96327,0.68581,1.07666,0.47163,1.41495,0.008911,0.008911,0.008911
13,2255.82,0.9304,0.53004,1.25395,0.91215,0.89508,0.93864,0.60842,1.26714,0.61908,1.5837,0.008812,0.008812,0.008812
14,2432.13,0.92231,0.52137,1.24955,0.73148,0.50996,0.59238,0.28113,1.90584,1.89708,2.04175,0.008713,0.008713,0.008713
15,2606.9,0.88991,0.50489,1.22746,0.96797,0.93038,0.95722,0.634,1.30317,0.51901,1.59344,0.008614,0.008614,0.008614
16,2782.44,0.89838,0.50451,1.23476,0.82453,0.61779,0.72218,0.40263,1.73499,1.57078,1.92895,0.008515,0.008515,0.008515
17,2949.31,0.88463,0.49054,1.22633,0.96795,0.93988,0.96198,0.65774,1.14084,0.48674,1.44287,0.008416,0.008416,0.008416
18,3127.21,0.87739,0.49604,1.22309,0.13098,0.15683,0.0609,0.03016,2.30026,3.91792,2.58127,0.008317,0.008317,0.008317
19,3300.49,0.87444,0.48493,1.21872,0.88246,0.83208,0.9085,0.57069,1.39912,0.6792,1.61141,0.008218,0.008218,0.008218
20,3471.21,0.8648,0.48224,1.2113,0.97982,0.94983,0.96395,0.67208,1.09591,0.46563,1.43082,0.008119,0.008119,0.008119
21,3636.94,0.85192,0.47212,1.20426,0.95125,0.93289,0.95255,0.67037,1.14351,0.46367,1.45485,0.00802,0.00802,0.00802
22,3802.7,0.84293,0.46738,1.1929,0.98336,0.94161,0.9657,0.67738,1.13599,0.45196,1.44238,0.007921,0.007921,0.007921
23,3964.24,0.8388,0.46803,1.19178,0.95975,0.94139,0.96163,0.68346,1.07782,0.46008,1.40226,0.007822,0.007822,0.007822
24,4132.4,0.83158,0.4599,1.19479,0.96356,0.91344,0.94547,0.64589,1.21129,0.47412,1.50466,0.007723,0.007723,0.007723
25,4300.21,0.82481,0.45365,1.18688,0.95636,0.91285,0.94779,0.64079,1.21368,0.52259,1.49928,0.007624,0.007624,0.007624
26,4465.85,0.82359,0.45693,1.18417,0.05293,0.00217,0.00343,0.00095,5.21262,7.72392,7.48142,0.007525,0.007525,0.007525
27,4629.2,0.80932,0.44483,1.17116,0.87215,0.72148,0.81861,0.52723,1.3981,0.83657,1.68484,0.007426,0.007426,0.007426
28,4795.41,0.80801,0.44827,1.17922,0.95622,0.9493,0.96403,0.68423,1.12433,0.44111,1.43787,0.007327,0.007327,0.007327
29,4964.38,0.81137,0.44212,1.17669,0.96325,0.93951,0.96301,0.65825,1.19038,0.47253,1.4969,0.007228,0.007228,0.007228
