epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,85.4611,0.63787,1.3334,0.98882,0.66518,0.78558,0.75956,0.58539,0.87507,1.14561,1.10692,0.000662393,0.000662393,0.000662393
2,164.294,0.67601,0.69754,0.97944,0.51379,0.53894,0.47998,0.32317,1.17382,1.79905,1.36971,0.00130274,0.00130274,0.00130274
3,240.863,0.71969,0.58488,0.99263,0.58927,0.41941,0.49575,0.29385,1.5639,4.06617,1.69216,0.0019167,0.0019167,0.0019167
4,313.469,0.69236,0.52668,0.9799,0.89944,0.77689,0.87587,0.67646,0.79992,1.08808,1.04949,0.0018812,0.0018812,0.0018812
5,386.953,0.62649,0.46346,0.95716,0.9277,0.80859,0.88757,0.72555,0.70396,0.64944,0.97044,0.0018416,0.0018416,0.0018416
6,459.91,0.59737,0.43416,0.94794,0.64452,0.80876,0.80254,0.64823,0.77579,1.17664,1.07311,0.001802,0.001802,0.001802
7,531.819,0.55767,0.40315,0.93349,0.72691,0.88482,0.88011,0.73656,0.64691,0.76647,0.94984,0.0017624,0.0017624,0.0017624
8,609.111,0.53717,0.38381,0.92869,0.79172,0.71177,0.836,0.64726,0.79369,1.051,1.09011,0.0017228,0.0017228,0.0017228
9,680.932,0.52034,0.36736,0.92086,0.94664,0.87391,0.92252,0.76841,0.63414,0.61544,0.98882,0.0016832,0.0016832,0.0016832
10,752.838,0.49515,0.35837,0.91525,0.8951,0.88772,0.93988,0.82134,0.53256,0.48479,0.9148,0.0016436,0.0016436,0.0016436
11,824.428,0.48306,0.34393,0.90995,0.95987,0.91199,0.94681,0.81199,0.53209,0.49844,0.93007,0.001604,0.001604,0.001604
12,899.915,0.48265,0.34094,0.90945,0.79356,0.85223,0.87352,0.73293,0.58897,0.63958,0.97362,0.0015644,0.0015644,0.0015644
13,973.433,0.46417,0.32736,0.90278,0.96067,0.88374,0.93919,0.79321,0.57783,0.56496,0.93697,0.0015248,0.0015248,0.0015248
14,1047.05,0.45111,0.32083,0.89999,0.81378,0.91163,0.91283,0.76816,0.62354,0.50543,0.97672,0.0014852,0.0014852,0.0014852
15,1122.34,0.44855,0.31687,0.89706,0.97231,0.94314,0.953,0.84,0.5005,0.34694,0.91568,0.0014456,0.0014456,0.0014456
16,1196.8,0.44669,0.31391,0.89662,0.97519,0.85432,0.91986,0.79253,0.55492,0.42908,0.93889,0.001406,0.001406,0.001406
